miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Tumor_51	Tumor_52	Tumor_53	Tumor_54	Tumor_55	Tumor_56	Tumor_57	Tumor_58	Tumor_59	Tumor_60	Tumor_61	Tumor_62	Tumor_63	Tumor_64	Tumor_65	Tumor_66	Tumor_67	Tumor_68	Tumor_69	Tumor_70	Tumor_71	Tumor_72	Tumor_73	Tumor_74	Tumor_75	Tumor_76	Tumor_77	Tumor_78	Tumor_79	Tumor_80	Tumor_81	Tumor_82	Tumor_83	Tumor_84	Tumor_85	Tumor_86	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50	Control_51	Control_52	Control_53	Control_54	Control_55	Control_56	Control_57	Control_58	Control_59	Control_60	Control_61	Control_62	Control_63	Control_64	Control_65	Control_66	Control_67	Control_68	Control_69	Control_70	Control_71	Control_72	Control_73	Control_74	Control_75	Control_76	Control_77	Control_78	Control_79	Control_80	Control_81	Control_82	Control_83	Control_84	Control_85	Control_86
hsa-miR-3911	0.364841	0	0	0	0.109589	0.384725	0.400052	0.267633	0	0	0	0	0	0	0	0.565712	0.435033	0	0	0	0	0	0	0	0	0	0	0	0.472679	0	0	0	0	0.909391	0	0	0	0	0	0.358237	0.690205	0	0	0	0	0	0	0	0	0	0	0.906547	0	0	0.248523	0.190287	0	0	0	0.699013	0	0.527284	0.248749	0	0	0	0	0.091406	0	0	0	0.377046	0.466945	0	0	0.301891	0	0	1.689205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.337754	0	0	0	0	0	0	0	0	0	0.237474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208373	0	0	0	0	0	0	0.486853	0	0	0	0	0	0.372877	0	0	0.180017	0	0	0	0	0	0	0.094175	0	0	0	0	0	0	0.148855
hsa-miR-3912-3p	0.729682	1.35542	0.646331	0.269574	0.657533	1.025933	0.400052	0.802898	0.240786	0.416378	0	1.001881	0	0.582617	0	0	0.435033	0	1.684191	0.288301	0.290105	0.505174	0.913831	1.351557	0	0.362705	0	0.679132	0.945357	0.590417	0	0	1.233336	0	2.045845	0.613304	1.493036	1.417324	1.222287	0	0.690205	0.541173	0.855831	0.491246	0.410443	1.757516	0	0	0.476358	0	1.264571	0.362618	0	0.426306	0	0.761147	0.209771	0.258457	0.439505	0	2.011554	0.527284	0.497498	1.113384	0.172988	1.315426	0.299159	1.188281	0	0	0.871255	0	0	0.951586	0.492102	1.811349	0	0.916202	0.422301	0.994493	0.146206	0.123165	0	0	1.192717	0.245766	0.440599	0	0.165532	0.574242	0	0.570728	1.186932	1.297949	0.744766	0	0.664358	0.278827	0.426588	0.75805	1.846465	0.534636	1.555562	0.710877	0.884963	0.8979	0.671642	0.540357	1.319159	0	0	0.702222	0.898925	0.675508	0.478099	0.249309	0.53936	0	1.317435	0	1.211043	0.8213	0.546956	0.474948	0	0.708727	0.382488	0	0	0.48899	0.337091	0	0.282079	0.28022	0	0	0	0	0.510871	0.938547	0.906496	0	0.964918	0.5972	0	0.367052	0.337971	0.675354	0.243426	0	0.682836	0.693881	0	0.415025	0.932191	0.633757	0.530826	0.810078	0.514186	0	0	0.464193	0.177021	0.237151	1.224279	1.303466	0	0.335988	0.30334	0.58716	0.25244	0.744277
hsa-miR-3915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3916	0	0	0	0	0	0.384725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052443	0	0	0	0	0	0	0	0	0	0	0	0.199551	0	0	0	0	0	0	0	0	0	0	0	0	0.123165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148855
hsa-miR-3917	0.729682	0.903612	1.077218	2.29138	1.424657	3.462528	0.400052	0	3.852575	0.416378	1.59111	0	1.905552	0.582617	0.480851	0.565712	0.870066	0.288597	3.368379	0	0.870315	0.505174	5.787594	0.38616	1.074235	0.72541	0.492094	1.584639	2.836074	1.771251	1.706492	0.790311	1.233336	0.909391	1.022922	1.379934	0	1.417324	1.222286	1.432948	0.690205	1.082346	2.282216	0.491246	0.410443	6.151306	2.205835	0.635495	1.111503	3.315122	3.16143	2.719636	1.29268	1.065765	3.230796	0.190287	0.419541	2.326116	1.318515	2.796053	2.011554	1.581852	0.497498	0.556692	0.86494	3.288565	0	1.73672	2.594163	0.404991	0.435628	1.508185	2.334725	0.475793	0.984204	0.603782	0.69828	0.687153	6.75682	1.657488	1.60827	1.108485	1.464903	1.221869	0.42597	0.491532	0.440599	0.914714	0.331064	0.382828	5.157581	0	2.373863	0	1.861915	0	2.325253	0.278827	1.279764	0	0	0	0.518521	0.473918	0	0.2993	3.35821	1.621069	1.31916	1.094455	1.33749	0.702222	0.299642	1.68877	0.956198	0.498618	0	0.907296	1.317436	0	0	3.695849	0	0.712422	1.929049	0.472485	0.382488	2.676885	0	0.244495	0.674182	0.547016	1.974553	0.84066	0.509223	1.231216	0.768369	0	0.510871	0.312849	0.453248	0.416746	1.769017	0.199067	0.827518	0.367052	0	0.675354	0	0.455291	0.682836	3.469403	0.72974	0	0	1.267511	5.308261	1.620159	1.542559	0	1.485872	1.624678	2.83234	0.474302	1.035928	0.325866	0.649858	0.335988	0	0	1.00976	1.637408
hsa-miR-3918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181309	0	0	0	0	0	0	0	0	0	0.527284	0	0	0.345976	0	0	0	0	0	0	0.377046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3919	0	0	0.430888	0.134787	0.328767	0	0	0	0.240786	0	0	0	0	0	0	0	0	0	0.561397	0	0	0	0	0	0	0	0	0.452755	0	0	0	0	0	0.909391	0	0	0.995358	0	0	0	0	0.541173	0	0	0	0	0	0	0	0	0	0.181309	0.32317	0.213153	0.248523	0.380574	0.367098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422301	0	0.146206	0	0	0	0	0	0	0	0.331064	0.095707	0	0	0.296733	0	0	0	0	0	0	0.379025	0	0	0.518521	0	0	0	0	0.540356	0	2.188909	0	0	0	0	0	0.249309	0.53936	0	1.976154	0.678988	0	0	0.273478	0	0.551156	0	0	0	0	0.244495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.337971	0	0	0	0	0.69388	0	0	0	0	0	0.270026	0	0	0	0	0.354043	0	0.094175	0	0	0	0	0	0	0.148855
hsa-miR-3920	0	0	0	0.269574	0.219178	0	0	0	0	0	0	0	0.476388	0	0	0	0	0	0	0	0.870316	0	0	0	0	0.362705	0	0.226377	0.472679	0	0	0	0	0	0	0	0	0	0.611143	0	0	0	0	0.491246	0	0	0	0	0	0.947177	0.632286	0	0	0.213153	0.497045	0	0.262214	0.258457	0	0	0	0	0.994996	0	0.172988	0	0	0.182813	0	0	0	1.508185	0.466945	0	0.492102	0	0.11638	0	0	0.165749	0	0.123165	0	0	0.085194	0.245766	0.440599	0	0	0.095707	0	0	0	0.324487	0.372383	0	0.664358	0	0.426588	0.379025	0.369293	0	0	0	0.442481	0.2993	0	0	0	0	0	0.351111	0.599283	0	0	0	0	0.453648	0	0	0.302761	0	0	0	0	0	0	0	0	0	0	0	0.282079	0.28022	0	0.615608	0	0	0	0	0	0	0.24123	0.199066	0	0	1.351884	0	0	0	0.341418	0	0.72974	0	0	0	0	0.090009	0	0.379696	0.371468	0	0	0	0.18835	1.303467	0.324929	0	0	0	0	0.148855
hsa-miR-3921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.491246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25244	0
hsa-miR-3922-3p	1.094522	0	0.215444	0.673935	0.876711	0.128242	1.60021	1.873429	0.240786	0.416378	0.53037	0	0	1.747851	0	1.131424	0	0.288597	1.122793	0.288301	0.290105	0.505174	1.523052	0.19308	1.074235	0.72541	0	0.226377	0	0.590417	0	0	0.308334	0	1.022922	0.306652	0	0	0.611143	0	0.690205	0	0	1.964983	0	2.636274	0.367639	0.635495	0.317572	0.473589	0.632286	1.269165	0.32317	0.852613	0.994091	0.190287	0.419541	0.516914	0	0.699013	0.670518	0	0.497498	0.278346	0.345976	0.657713	0	1.553906	0	0.404991	0.435628	2.262278	0.466945	0	2.460512	0.603782	1.39656	0	0.844603	0.165749	0.292413	1.72431	0	0.814579	0	0.737298	0.440599	0	0.331064	0.095707	0	0	0.296733	0.648975	0.372383	0	0.332179	0	0.426588	0	0.369293	0	0.518521	0.473918	0	0.5986	0	0	0	0	0	0	0.599283	0	0.478099	0	0.53936	0.907296	0	0.678988	0.908283	0	0	0	0	0	0	0	0	0	1.011273	0	0.282079	0.28022	0.509223	0.615608	0	0.707474	0.510871	0	0	0.416746	0.24123	0.099533	0	0.367052	0	0.675354	0.730278	0.455291	0.341418	0.693881	0.72974	0.415025	0.745753	0.253502	1.061652	0.540051	0.514186	0	0.185734	0.232097	0.354042	0	1.883506	0.9776	0	0.335988	0.30334	0.29358	0	0.744276
hsa-miR-3923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285277	0	0	0	0	0	0	0	0	0	0	0	3.727838	0	0	0	0	0	0	0	0.248749	0.278346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24633	0.976603	0	0	0	0	0	0	0.095707	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236959	0	0	0	0	0	0	0	0	0	0.337754	0	0.249309	0	0	0	0	0.302761	0.41065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625119	0	0	0	0	0	0.675354	0	0	0.341418	0	0	0	0.372877	0	0	0	0	0.379696	0.371468	0.232097	0.177021	0	0.565052	0.162933	0	0.335988	0	0	0	0.148855
hsa-miR-3925-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0.582617	0	0	0	0	0.561397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3927-3p	0	0	0	0.134787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.684191	0	0	0	0	0	0	0	0	0	0	0.590417	0	0	0	0.909391	0	0.153326	0	0	2.444573	0	0	1.623519	0	0	0	0	0	0	0	0	0	0	0	0.426306	0.248523	0	0.052443	0	0	0	0	0	0	0	0	0	0	0	0.199551	0	0	0	0	0	9.842044	0	0.11638	0	0	0	0	0.123165	0	0	0.170388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3928-3p	6.931975	1.35542	1.077218	7.008929	1.863011	1.795383	2.000262	0.535266	1.444716	1.665512	0.795555	2.003764	1.905552	4.078318	0.961702	2.262848	3.915294	1.154388	1.68419	1.153204	1.450527	3.031042	3.959934	1.544638	2.14847	2.176231	2.460469	1.58464	2.363394	7.085004	5.119476	4.741865	3.391674	3.637564	1.534384	1.379934	1.493037	0.472441	4.278004	2.149423	5.521642	1.623518	3.138046	2.947474	0.410443	9.666337	3.676394	0	0.476358	2.367944	0	1.994403	1.292681	1.065766	0.745568	3.61545	1.36351	5.68606	3.076533	5.592106	0	4.745556	1.243745	0.835038	4.497693	7.234843	0	5.027348	11.573963	0	0.435628	3.770463	4.202505	5.233724	0.984204	2.415131	2.327599	0.916202	0.422301	4.80671	0.292413	1.601145	1.953205	4.072897	0.681552	2.211894	2.643592	2.286785	1.324257	0.765656	2.777157	1.712184	1.483665	4.86731	2.234298	4.007679	2.325252	0.278827	2.559528	1.5161	0.369293	5.880998	0.518521	1.184795	0.442481	0.2993	0	0.540357	1.319159	2.188909	4.012468	0.702222	0.299642	0.337754	1.434298	0.249309	0.53936	1.360944	1.976153	2.036963	1.816564	0	0	1.18737	1.102314	0.472484	0.764976	1.070754	1.305466	0.977979	0	1.641049	1.128316	0.28022	0	0.615608	0.768369	2.829897	1.021742	0.625698	0	0.833492	2.090655	1.194398	0	1.101156	3.041739	0	0.243426	0	0.341418	1.38776	1.45948	0.415025	0.186438	0.126751	0	2.430233	0	1.139088	3.343215	4.17774	1.593192	1.422906	1.318455	2.118133	0.649857	0.83997	1.21336	1.76148	0	0.29771
hsa-miR-3929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290105	0	0	0	1.074235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.878758	0	0	0	0.473589	0	0.906546	0	0	0	0	0	0.258457	0	0	0	0	0	0	0	0.657713	0	0	0	0	0	0	0	0	0	0	0.23276	0	0	0.165749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3934-5p	1.824204	0.451807	0.430888	0.673935	0.328767	0.384725	0	0	0.240786	0	0	0	0	0.582617	0	0.565712	0.870065	0.865791	0	0	0	0	0.30461	0.579239	0	0.362705	0.492094	0.226377	0.472679	1.180834	3.412984	3.161243	0.308334	0.909391	0.511461	0	0	0.944883	0	0.358237	0.690205	0	0.570554	0.491246	0	0	0.735279	0	0.635144	0	0.632286	0.181309	0.32317	0.852613	0.497045	0.380574	0.471984	0	0	1.398027	0.670518	1.054568	2.238741	0.556692	0.518965	3.288565	0.897477	2.102345	0.399102	0.404991	0	1.131139	0.93389	0	0	0	0.23276	0	0.422301	0.828743	0.146206	0	0	0	0.085194	1.966128	0	0	0.165532	0.287121	0.396737	0.570728	0	0	0	0	0.996536	1.672962	0	0	0.369293	1.069272	0	0.473918	0	0.2993	0.671642	0	0	1.094455	0	0	0	0	0.478099	0	0.53936	0	0.658718	0.678988	0	0	0.273478	0	0.551157	0.472485	0	0	0.652733	0	0	0	0.282079	0	0	1.231216	0	0.707474	0.510871	0	0	0	0.16082	0.2986	0	0.734104	0.337971	0.675354	0.486852	1.365872	0	0.34694	0.72974	0.415025	0.186438	0.253503	1.061653	0.630061	0	0	0.371468	0.464193	0	0	0.282526	0.162933	0	0	0	0.29358	0.50488	2.232832
hsa-miR-3935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232097	0	0	0	0	0.649857	0	0	0	0.50488	0
hsa-miR-3938	0.364841	0	0	0	0	0.128242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3939	0	0	0	0.134787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.362705	0	0.226377	0	0	0	0	0	0	0	0	0	0	0.611143	0	0	0	0	0	0	0	0	0.635495	0	0	0	0.543928	0	0	0	0.190287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.492102	0	0	0	0	0	0	0	0	0	0.085194	0	0	0	0	0	0	0	0	0	0	0	0.332179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312849	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415025	0	0	0	0	0	0	0	0	0	0	0.094175	0	0	0	0	0	0	0
hsa-miR-3940-3p	0.729681	0.451806	0.215444	1.617445	0.438356	0.384725	0	0.267633	0	0.416378	0	0	0	1.165234	0	0	3.045229	0.865791	2.245586	0.288301	0.290105	0	1.218441	0	1.074235	0.72541	2.460468	0.452754	4.254108	0.590417	0	1.580622	0.308334	0.909391	0.511461	0.153326	0.995358	1.417323	1.222286	0.358237	0	0	0.855831	0	0.410443	0.878758	1.102918	0.635495	0	0.473589	0	0.181309	0.32317	0	0.248523	0.380574	0.367099	0.775372	1.318515	0	0.335259	0.527284	0	0	0.691953	0	0.897477	2.193752	1.99551	0	0.435628	1.885232	0	1.427379	0.984205	0.905674	0.23276	1.603355	0.422301	1.160241	0.438618	0.24633	0.976602	0	0	0.245766	0.881197	1.829428	0.331064	0.095707	5.951052	0.570728	0.593466	0.648974	0	0	0.332179	0.278827	0.426588	0	0.738586	0.534636	0	0	0	0	0.671642	0	0.43972	0	0	0.702222	0	0.675508	0.478099	0.249309	0	0.453648	0.658718	0	0	0.41065	0	0.474948	0.551157	0	0.382488	0	0	0.244495	0.674182	0	0.564158	0.28022	0.509223	1.231216	0	0	0.510871	0	0	0	0.321639	0.597199	0	0.367052	1.013913	0	0.243426	0.455291	0	0.34694	1.45948	0	0	0.126751	0	1.080103	0	0	2.414544	0.232097	0	0.237151	2.166034	1.792266	0	0.503982	0	0.58716	0.50488	0.446566
hsa-miR-3941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3942-5p	0.729682	0	0	0.269574	0.109589	0.128242	0	0	0	0	0	0.25047	0	0	0	0	0	0	0	0	0.290105	0	0	0	0	0	0.492094	0.226377	0	0.590417	0	0.790311	0	0	0	0	0	0	0	0	0	0	0.285277	0	0	0	0.735278	0.635495	0	0	0	0.181309	0	0.213153	0.745568	0	0	0.516915	0	2.097039	0	1.054568	0.994996	0	0	0	0	0.73125	0.399102	0.404991	0	0	0	0	0.984204	0	0.11638	0	0	0.331497	0	0	0.488301	0.40729	0.340776	0	0.440599	0	0	0.095707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442481	0	0.671642	0.270178	0.21986	0	0	0	0	0	0	0	0	0	0.658718	0	0	0	0	0.237474	0.275578	0	0.382488	0	0	0	0.674182	0	0	0.28022	0.509223	0	0	0	0	0.312849	0	0	0.32164	0	0	0	0	0	0.486853	0	0	0	0	0	0.186438	0	0	0.090009	0	0	0	0	0.177021	0	0.3767	0	0	0.335988	0	0	0	0.29771
hsa-miR-3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190287	0	0	0	0	0	0	0	0	0.172988	0	0	0	0	0	0	0	0	0	0	0	0.11638	0	0	0	0	0.24633	0.488301	0	0	0	0	0	0	0	0	0	0	0	0	1.603071	0	0.278827	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351111	0.299642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3944-3p	0	0.225903	0.430888	0.673935	0	0	0	0.267633	0	0	0.265185	0	0	0.582617	0	0.565712	0.435033	0.577194	0.561397	0	0	0	0	0	0	0	0.492094	0	0	1.180834	0.853246	0	0.308334	0	0	0	0	0	0	0	0	0	1.141108	0.491246	0.410443	0	0.367639	0	0	0.947178	0.632286	0.543928	0.32317	0.426306	0.248523	0	0	0	0.439505	2.09704	0	0	0.248749	0	0	0.657713	0	0.091406	0	0	0	0.377046	0	0.475793	0.492102	0	0	0.229051	0.844603	0.165749	0	0	1.953205	0.40729	0	0.491532	0	0.457357	0	0.191414	0.793474	0.570728	0	0	0	0	0	0	0	0	0	0	0	0	0.442481	0	0	0	0	0	0.668745	1.053333	0.299642	0	0	0	0	0	0	1.357975	0	0	0	0	0	0	0	0	0.652733	0.244495	0	0	0	0	0	0	0	0	0	0.312849	0	0	0.08041	0.099533	0	0.734104	0	0	0.243426	0	0	0.34694	0	0	0.186438	0.126751	0	0.180018	0	0	0.185734	0	0	0	0.282525	0	0	0	0.30334	0	0	0
hsa-miR-3945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
